design_en,y,id
"Dionysus standing left, holding patera in right hand, in linear square; all within incuse square.","[('Dionysus', 'PERSON', 'holding', 'patera', 'OBJECT')]",923
"Draped bust of Faustina II, right, wearing hair knot. Border of dots.","[('Faustina II', 'PERSON', 'wearing', 'hair knot', 'OBJECT')]",924
"Draped bust of Faustina II, right, wearing hair knot. Linear border.","[('Faustina II', 'PERSON', 'wearing', 'hair knot', 'OBJECT')]",925
"Eagle standing facing on table, head left, wings spread, holding a wreath in beak, round altar below.","[('Eagle', 'ANIMAL', 'holding', 'wreath', 'OBJECT')]",926
"Eagle standing facing on thunderbolt, head left, wings spread, holding a wreath in beak.","[('Eagle', 'ANIMAL', 'holding', 'wreath', 'OBJECT')]",927
"Emperor (Marcus Aurelius) in military attire riding right on horseback, wearing cuirass, fluttering paludamentum and boots, holding short spear in raised right hand.","[('Marcus Aurelius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'holding', 'spear', 'OBJECT')]",928
"Emperor (Septimius Severus) in military attire standing facing, head left, wearing cuirass and boots, holding globe in outsteched right hand and inverted spear in left hand. Ground line.","[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'globe', 'OBJECT')]",929
"Head of Athena, right, wearing Attic helmet; within incuse square.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT')]",930
"Head of Hermes, left, wearing petasus. Border of dots.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",931
"Head of Poseidon, right, wearing taenia. Border of dots.","[('Poseidon', 'PERSON', 'wearing', 'taenia', 'OBJECT')]",932
"Hermes standing right, wearing petasus and chlamys fixed over right shoulder, holding short staff in right hand, extending left hand; to right, cantharus; all within shallow incuse square.","[('Hermes', 'PERSON', 'holding', 'petasus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'chlamys', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'staff', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'cantharus', 'OBJECT')]",933
"Homonoia standing facing, head left, holding patera in outstretched right hand over lighted and garlanded altar and cornucopia in left arm. Border of dots.","[('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",934
"Homonoia standing facing, head left, wearing kalathos and long garment, holding patera with bread in right hand over lighted and garlanded altar and cornucopia in left arm. Ground line. Border of dots.","[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",935
"Laureate bust of Antoninus Pius, right, wearing cuirass and paludamentum. Border of dots.","[('Antoninus Pius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",936
"Laureate bust of Antoninus Pius, right, wearing cuirass and paludamentum. Linear border.","[('Antoninus Pius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",937
"Laureate bust of Caracalla, right, wearing cuirass and paludamentum. Linear border.","[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",938
"Laureate bust of Gallienus, right, wearing cuirass and paludamentum. Border of dots.","[('Gallienus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gallienus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",939
"Laureate bust of Volusian, right, wearing cuirass and paludamentum. Border of dots.","[('Volusian', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Volusian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",940
"Laureate bust of youthful Caracalla, right, seen from front, wearing cuirass and paludamentum. Border of dots.","[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",941
"Nemesis standing left, holding a short staff in right hand and reins in left hand; at her feet, left, wheel. Border of dots.","[('Nemesis', 'PERSON', 'holding', 'staff', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'reins', 'OBJECT')]",942
"Nude Apollo advancing left, holding patera in outstretched right hand and bow in left hand.","[('Apollo', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT')]",943
"Nude Hermes (Praxiteles Type) standing right, holding caduceus in raised right hand, left arm bend around the infant Dionysus; infant Dionysus is sitting on column, his hands stretched toward Hermes. Ground line. Border of dots.","[('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'Dionysus', 'PERSON')]",944
"Nude Hermes standing facing, head left, holding purse in right hand, caduceus in left arm. Ground line. Border of dots.","[('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT')]",945
"Nude Hermes standing facing, head left, holding purse in right hand, caduceus in left arm; at his feet, left, lighted altar.","[('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT')]",946
"River god (Strymon) reclining right, head left, resting left arm on water urn, holding branch in raised right hand.","[('Strymon', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Strymon', 'PERSON', 'holding', 'branch', 'OBJECT')]",947
"Tyche standing facing, head left, wearing kalathos, holding in right hand patera over lighted altar and cornucopia in left arm. Ground line. Border of dots.","[('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",948
"Veiled Demeter enthroned left, holding two ears of corn in right hand, left resting on long sceptre. Border of dots.","[('Demeter', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",949
"Winged Nike standing left, holding wreath in right hand and palm branch in left arm; in front of her, trophy standing facing. Ground line. Border of dots.","[('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",950
"Zeus enthroned right, resting left arm on sceptre, holding patera in outstretched left hand. Ground line. Border of dots.","[('Zeus', 'PERSON', 'resting_on', 'sceptre', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT')]",951
"Artemis advancing left, wearing a short chiton and boots, holding torch in each hand. Ground line. Border of dots.","[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')]",952
"Asclepius standing facing, head right, holding serpent staff in right hand. Ground line. Border of dots.","[('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')]",953
"Athena standing facing, head right, wearing a helmet and long garment, holding inverted spear in right hand and left resting onshield.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')]",954
"Demeter standing right, wearing stephane, holding torch in right hand and ears of corn in left hand. Short ground line.","[('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'ears of corn', 'PLANT')]",955
"Emperor (Gordian) in military attire standing facing, head left, wearing cuirass, fluttering paludamentum and boots, holding patera in outstretched right hand, left resting on inverted spear. Short ground line.","[('Gordian', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Gordian', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Gordian', 'PERSON', 'holding', 'patera', 'OBJECT')]",956
"Hygieia standing left, wearing long garment, holding patera in outstretched right hand, left resting on sceptre entwined by serpent. Ground line. Border of dots.","[('Hygieia', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Hygieia', 'PERSON', 'holding', 'patera', 'OBJECT')]",957
"Ityphallic Hermes (Imbramos) standing right, holding branch in left hand; in front, thymiaterion.","[('Hermes', 'PERSON', 'holding', 'branch', 'OBJECT')]",958
"Nude Ares standing facing, head right, wearing crested helmet, holding inverted spear in right hand and shield in left arm. Ground line. Border of dots.","[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')]",959
"Nude Hermes standing left, wearing petasus, holding purse and caduceus.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT')]",960
"Serapis standing facing, head left, wearing kalathos, holding in outstretched right hand patera and cornucopia in left arm.","[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",961
"Tyche standing facing, head left, wearing long garment, holding globe in right hand and rudder downwards in left hand. Border of dots.","[('Tyche', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'globe', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'rudder', 'OBJECT')]",962
"Winged Nike standing facing, head left, holding wreath in outstretched right hand and palm branch in lowered left arm. Ground line. Border of dots.","[('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",963
"Zeus enthroned left, naked to waist, holding patera in right hand, left resting on sceptre. Ground line. Border of dots.","[('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",964
"Zeus standing facing, head left, naked to waist, holding thunderbolt in lowered right hand, left resting on long sceptre. Ground line.","[('Zeus', 'PERSON', 'holding', 'thunderbolt', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",965
"Zeus standing facing, head right, naked to waist, holding thunderbolt in lowered right hand, left resting on long sceptre. Ground line. Border of dots.","[('Zeus', 'PERSON', 'holding', 'thunderbolt', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",966
"Athena standing facing, head left, wearing crested helmet and long garment, holding shield in right hand and left resting on spear. Ground line. Border of dots.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'shield', 'OBJECT'), ('Athena', 'PERSON', 'resting_on', 'spear', 'OBJECT')]",967
"Bare-headed bust of Nero, left, wearing paludamentum.","[('Nero', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",968
"Bust of Artemis facing, head left, wearing necklace and earrings; quiver at her right shoulder. Border of dots.","[('Artemis', 'PERSON', 'wearing', 'necklace', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'earrings', 'OBJECT')]",969
"Demeter standing left, holding patera in outstretched right hand over lighted altar and left resting on long torch. Border of dots.","[('Demeter', 'PERSON', 'holding', 'patera', 'OBJECT')]",970
"Head of Artemis, right, wearing necklace and earrings; behind, quiver. Border of dots.","[('Artemis', 'PERSON', 'wearing', 'necklace', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'earrings', 'OBJECT')]",971
"Homonoia standing facing, head left, wearing kalathos, holding patera in outstretched right hand and cornucopia in left arm. Ground line. Border of dots.","[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",972
"Laureate bust of bearded Geta, right, wearing scale cuirass and paludamentum; on back gorgoneion. Border of dots.","[('Geta', 'PERSON', 'wearing', 'scale', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",973
"Nike standing right, wearing long garment, holding wreath in outstretched right hand and palm branch in left arm. Ground line. Border of dots.","[('Nike', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",974
"Nude laureate Apollo standing facing, head left, holding laurel branch in outstretched right hand and bow in lowered left hand. Ground line. Border of dots.","[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT')]",975
"Nude laureate Apollo standing facing, head left, holding patera over tripod in right hand and laurel branch in lowered left hand. Ground line. Border of dots.","[('Apollo', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT')]",976
"Zeus (Aëtophoros) enthroned left, wearing long garment, holding eagle, right, in outstretched right hand and sceptre in left hand; in inner left field, monogram.","[('Zeus', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'eagle', 'ANIMAL')]",977
"Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle, standing left, head right, wings spread. Groundline. Border of dots.","[('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",978
"Zeus standing facing, head left, naked to waist, holding thunderbolt in outstretched right hand, left resting on long sceptre. Ground line. Border of dots.","[('Zeus', 'PERSON', 'holding', 'thunderbolt', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",979
"Artemis (Tauropolos) advancing right, wearing a short chiton, fluttering cloak and boots, holding short torch in each hand. Ground line. Border of dots.","[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')]",980
"Artemis standing facing, head left, wearing long garment, holding arrow in outstretched right hand and short torch in left arm.","[('Artemis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')]",981
"Asclepius seated right, head left, holding serpent staff in right hand, leaning left hand on uncertain object over his knee; serpent's head facing the diety's mouth.","[('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')]",982
"Athena standing facing, head left, wearing helmet and long garment, holding long sceptre in right hand and left resting onshield. Ground line. Border of dots.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",983
"Athena standing facing, head left, wearing helmet and long garment, resting right hand on shield, holding long sceptre in left hand. Ground line. Border of dots.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",984
"Athena standing facing, head right, wearing long garment, cloak and helmet, holding long sceptre in right arm and patera in outstretched left hand; at her feet, shield placed on ground.","[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'sceptre', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT')]",985
"Bare-headed bust of youthful Geta, right, wearing cuirass and paludamentum. Border of dots.","[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",986
